DATE,OPEN,HIGH,LOW,CLOSE
2017-10-06,1.27420,1.29280,1.26960,1.28510
2017-09-29,1.25640,1.28180,1.25370,1.27450
2017-09-22,1.24970,1.26420,1.23610,1.25430
2017-09-15,1.24140,1.25620,1.24050,1.24780
2017-09-08,1.25570,1.25890,1.23040,1.23990
2017-09-01,1.25800,1.27020,1.25020,1.25320
2017-08-25,1.26070,1.27090,1.25710,1.25880
2017-08-18,1.26680,1.28050,1.25560,1.25980
2017-08-11,1.26010,1.27540,1.25790,1.26490
2017-08-04,1.25120,1.26690,1.24300,1.26050
2017-07-28,1.26290,1.26910,1.23950,1.25030
2017-07-21,1.27780,1.28400,1.25200,1.26180
2017-07-14,1.31530,1.31780,1.27470,1.27470
2017-07-07,1.29960,1.32040,1.29910,1.31290
2017-06-30,1.32170,1.32200,1.29640,1.29860
2017-06-23,1.31160,1.32680,1.31030,1.31710
2017-06-16,1.32750,1.32920,1.30930,1.31080
2017-06-09,1.34450,1.34710,1.32120,1.32430
2017-06-02,1.34340,1.35610,1.33720,1.34360
2017-05-26,1.34060,1.34680,1.32960,1.34060
2017-05-19,1.35320,1.35360,1.33890,1.34010
2017-05-12,1.34820,1.36410,1.34650,1.35260
2017-05-05,1.33610,1.35700,1.32310,1.34640
2017-04-28,1.32220,1.34380,1.31850,1.33360
2017-04-21,1.31870,1.33440,1.31360,1.32380
2017-04-14,1.33260,1.33770,1.31610,1.31830
2017-04-07,1.30880,1.33410,1.30840,1.33160
2017-03-31,1.31030,1.31770,1.30180,1.30880
2017-03-24,1.29810,1.31470,1.28990,1.31000
2017-03-17,1.32620,1.32690,1.29510,1.29600
2017-03-10,1.31770,1.33460,1.31030,1.32400
2017-03-03,1.30260,1.32550,1.29760,1.31460
2017-02-24,1.30300,1.30700,1.29160,1.30230
2017-02-17,1.30420,1.31230,1.29280,1.30230
2017-02-10,1.30220,1.31450,1.30020,1.30060
2017-02-03,1.32250,1.32820,1.29900,1.29970
2017-01-27,1.32250,1.33090,1.31380,1.32290
